restaurant_id,name,direction,phone,website,type_food,special_diets,price_range,trip_rating,no_reviews,service_rating,food_rating,value_rating
684,Bar Ristò AURORA Pizzeria,"Strada di Ca Brusa 45, 37135, Verona Italy",+39 045 542822,http://www.facebook.com/pg/auroraristopizza,Mediterranean,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€9 - €25,4,267,4,4,4
685,Nonna Crema,Naoussa 844 01 Greece,+30 694 859 8438,https://www.facebook.com/NONNA-CREMA-1481228278782552/,N.A,N.A,N.A,4.5,702,4.5,5,4.5
686,Melo Trattoria,"1821 Hillandale Rd Ste 3, Durham, NC 27705-2659",+1 919-384-9080,http://www.melotrattoria.com/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,275,4.5,4.5,4.5
687,Ristorante Due Pini,"Via Monte Spinale 37/B, 38086 Madonna Di Campiglio, Pinzolo Italy",+39 0465 441033,http://www.ristoranteduepini.com/,"Mediterranean, Deli, Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€30 - €70,4.5,179,4.5,4.5,4
688,Luna Piena Ristorante,"243 E 53rd St, New York City, NY 10022-4801",+1 212-308-8882,http://lunapienarestaurant.com/,Italian,Vegetarian Friendly,€34 - €50,4.5,287,4.5,4.5,4
689,Bella Donna,"87 London Road, Morden SM4 5HP England",+44 20 8640 2488,http://www.belladonna.one/,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,211,5,4.5,4.5
690,Pazzo! Italian Cafe,"853 5th Ave S, Naples, FL 34102-6605",+1 239-434-8494,http://www.pazzoitaliancafe.com/,"Italian, Tuscan, Central-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€13 - €38,4.5,942,4.5,4.5,4
691,Toscanella Osteria,"Via Toscanella 38, 50125, Florence Italy",+39 055 285488,http://it-it.facebook.com/pages/category/Italian-Restaurant/Osteria-Toscanella-351231231597758/,N.A,N.A,N.A,4.5,595,4.5,4.5,4
692,Julian Cafe,"Via di Panico 15/a, 00186 Rome Italy",+39 06 6880 3162,http://www.juliancafe.it/,"Italian, European, Mediterranean",Vegetarian Friendly,N.A,4.5,93,4.5,4.5,4.5
693,San Tonino,"1 Mustons Lane, Shaftesbury SP7 8AD England",+44 1747 855566,http://www.santoninorestaurant.co.uk/,Italian,Vegetarian Friendly,€18 - €47,4.5,57,4.5,4.5,4.5
694,Cavallo Rosso,"Via Alessandro Orsi 15, 12089 Villanova Mondovi Italy",+39 0174 597611,http://www.facebook.com/Osteria-Cavallo-Rosso-Villanova-Mondovi-235626283133837/,Italian,"Vegetarian Friendly, Gluten Free Options",€20 - €30,4.5,249,4.5,4.5,4.5
695,Ristorante Pasteria Rothelberg,"Blasenbergstrasse 15, Zug 6300 Switzerland",+41 41 711 03 80,http://www.roethelberg.ch/,"Italian, Mediterranean, Central European",Vegetarian Friendly,N.A,4.5,191,4.5,4.5,4
696,Italymania,"1130 Collins Ave, Miami Beach, FL 33139-4624",+1 305-763-8900,https://www.italymaniarestaurantpizzeria.com/,N.A,N.A,N.A,4.5,859,4.5,4.5,4.5
697,Casa Del Gelato,"Viale Martiri della Liberta 108 Liguria Savona, 17031, Albenga Italy",+39 0182 540914,http://casadelgelato.company.site/,N.A,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,386,4.5,4.5,4.5
698,Aroma Di Verona,"1 King Street West, Wigan WN1 1LP England",+44 1942 568297,http://www.aromadiverona.co.uk/,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options",N.A,4,44,4,4,4
699,Osteria Bancogiro,"Campo San Giacometto, 122, I-30125 Venice Italy",+39 041 523 2061,http://www.osteriabancogiro.it/,N.A,N.A,N.A,4,1549,4,4.5,4
700,Taverna Valtellinese,"Via Gerolamo Tiraboschi 57, 24122 Bergamo Italy",+39 035 243331,http://www.tavernavaltellinese.it/,"Italian, Lombard, Northern-Italian","Vegetarian Friendly, Gluten Free Options",€20 - €65,4,1127,4,4.5,3.5
701,Trattoria Al Chiostro,"Piazza San Benedetto 3, 37047 San Bonifacio Italy",+39 333 154 1918,http://www.trattoriaalchiostro.it/,"Italian, Seafood, Mediterranean",Gluten Free Options,N.A,4,194,4.5,4.5,4
702,Dolce Locanda,"Via Valerio Catullo 12, 37121, Verona Italy",+39 045 800 4211,http://dolcelocanda.it/,Cafe,N.A,N.A,4,89,4,4.5,4
703,Ristorante Al Pescatore,"Via Giovanni Piana 20/22, 25019 Sirmione Italy",+39 030 916216,http://www.ristorantealpescatore.com/home.html,"Italian, Seafood, Mediterranean, European, Soups, Lombard, Northern-Italian","Vegetarian Friendly, Gluten Free Options",N.A,4,795,4,4,4
704,Trattoria Caprese,"Via Daniele Piccinini 2, 24122 Bergamo Italy",+39 035 236434,http://www.trattoriacaprese.it/,"Italian, Pizza, Seafood, Mediterranean, Neapolitan, Campania, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,2336,4,4,3.5
705,Damini Macelleria & Affini,"Via Generale Cadorna 31, 36071 Arzignano Italy",+39 0444 452914,http://www.daminieaffini.com/,"Barbecue, Italian, Mediterranean, European, Contemporary, Wine Bar",Gluten Free Options,€17 - €96,4,503,4,4.5,3.5
706,La Cantina dei Sapori,"Via San Martino 26/2, 40050, Monte San Pietro Italy",+39 051 676 6263,http://www.lacantinadeisapori.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4,572,4,4,4
707,Osteria Antico Brolo,"Corso Milano 22, 35139, Padua Italy",+39 049 664555,http://www.anticobrolo.it/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€27 - €65,4,887,4,4,3.5
708,Osteria dei Servi,"Piazza Ghiaia 1, 43121, Parma Italy",+39 0521 231211,http://www.osteriadeiservi.com/,"Italian, Mediterranean, Emilian, Northern-Italian, Grill",Gluten Free Options,€25 - €35,4,1819,4,4.5,4
709,Scaligeri,"Via Vittorio Emanuele 19, 25019 Sirmione Italy",+39 030 916301,https://www.facebook.com/barristorantescaligeri/,"Fast Food, Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,3,913,3.5,3.5,3
710,Al Fiume Stella,"Via dell_Isolino, 1 Località Titiano, 33050 Precenicco Italy",+39 0431 589719,http://www.ristorantealfiumestella.com/,"Italian, Seafood, Mediterranean, International, European",Vegetarian Friendly,€20 - €60,4,400,4,4,3.5
711,Km90 Risto Bottega Emiliana,"Via Rita Levi Montalcini, 280/A, 43036, Fidenza Italy",+39 0524 520641,http://www.km90.it/,"Italian, Cafe, Mediterranean, Deli, Emilian, Northern-Italian",Gluten Free Options,€8 - €35,4,906,4,4,3.5
712,Le Golosita di Nonna Aurora,"Via Aristotile Fioravanti 45/b Zona Bolognina non lontano dal Nuovo Comune, 40129 Bologna Italy",+39 051 357919,http://www.facebook.com/pages/le-golosit%C3%A0-di-nonna-aurora/179267688756478,"Italian, Emilian, Northern-Italian",N.A,N.A,4,875,4,4.5,4
713,La Pala,"Hviezdoslavovo namestie 23, Bratislava 811 02 Slovakia",+421 911 019 251,http://www.lapala.sk/,N.A,N.A,N.A,3,373,4,3.5,4
714,MARINATO Pizzeria e Cucina di Mare,"Riva Nazario Sauro 4, 34124, Trieste Italy",+39 040 203 8683,http://www.marinato.it/,N.A,N.A,N.A,3.5,834,3.5,4,3.5
715,Amorino,"Ruga Vechia San Giovanni San Polo 480 San Polo, 30125 Venice Italy",+39 041 528 5109,http://www.amorino.com/it/negozio/venezia.245.html,Italian,"Vegetarian Friendly, Gluten Free Options",N.A,4,177,4,4.5,4
716,Ristorante Pizzeria Due Torri,"Via Berto Barbarani 2, 37011, Bardolino Italy",+39 045 721 0400,http://www.corvinorestaurant.com/de,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,469,4.5,4.5,4
717,Ristorante Vecchia Malcesine,"Via Pisort 6, 37018, Malcesine Italy",+39 335 637 7699,http://www.vecchiamalcesine.com/,"Italian, Mediterranean, European, Seafood","Vegetarian Friendly, Gluten Free Options",€75 - €110,4.5,349,4.5,4.5,4
718,Trattoria Al Castel,"Contrada Stel 1, 37020 Brentino Belluno Italy",+39 333 175 3240,http://www.agriturismoalcastel.com/agriturismo/index.html,Italian,Vegetarian Friendly,N.A,4.5,298,4,4.5,4.5
719,La Loggia e La Barchessa Rambaldi,"Piazza Principe Amedeo 7, 37011, Bardolino Italy",+39 045 621 0091,http://www.laloggiarambaldi.it/,N.A,N.A,N.A,4,1356,4,4,4
720,Oreste Restaurant & Suite,"Via Francesco Fontana 32, 37017, Lazise Italy",+39 045 758 0019,http://www.tavernaoreste.it/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4,1107,4,4,3.5
721,Settimo Cielo,"Via Enrico Bernardi 1 Situato a Pochi Km Dalle Terme Di Aquardens, 37026, Pescantina Italy",+39 045 670 3207,http://www.pizzeriasettimocielo.net/,"Italian, Pizza, Seafood, Mediterranean, European, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €20,4,639,4,4,4
722,Ristorante Il Merlo Nero,"Lungolago Regina Adelaide 8, 37016 Garda Italy",+39 045 206 7664,http://www.facebook.com/Ristorante-il-merlo-nero-119066208109279/,"Italian, Pizza, Seafood, Mediterranean, European",Vegetarian Friendly,€6 - €50,4,450,3.5,3.5,3.5
723,Pizz&Rio Willi De Kus,"Corso Italia 75-77, 37016 Garda Italy",+39 045 725 5878,http://www.pizzeriowillidekus.it/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,271,4,4.5,4
724,Trattoria da Fiore,"Via Roveggia 58, 37136, Verona Italy",+39 045 823 0622,https://www.trattoriadafiore.it/,"Italian, Seafood, Mediterranean, Barbecue, Grill",Vegetarian Friendly,N.A,4,286,4,4,4
725,Grotta Azzurra,"Via Scuderlando 87, 37135, Verona Italy",+39 045 501508,http://www.pizzeriagrottaazzurra.it/,"Italian, Pizza, Seafood, Mediterranean",Vegetarian Friendly,N.A,3,327,3,3,3.5
726,Al Parigin,"Via Trezzolano 13, 37141, Verona Italy",+39 045 988124,N.A,Italian,N.A,N.A,4,129,4,4,4
727,Antica Osteria Busocaldo,"Str Massoni, 12, 37019, Peschiera del Garda Italy",+39 045 640 0614,http://www.busocaldo.it/,"Italian, Mediterranean, Barbecue, Lombard, Northern-Italian","Vegetarian Friendly, Gluten Free Options",N.A,4,586,4,4,3.5
728,Trattoria Bella Italia,"Via Bell_Italia 4, 37019, Peschiera del Garda Italy",+39 045 755 0229,http://www.ristorantebellaitalia.it/,"Italian, Barbecue, Grill",Gluten Free Options,N.A,4,635,4,4.5,4
729,Pizzeria Al Canal,"Via Fontana 3/5, 37019, Peschiera del Garda Italy",+39 045 755 2770,http://www.osteriaalcanal.com/,"Italian, Pizza, Seafood, Mediterranean",Vegetarian Friendly,N.A,3.5,853,3.5,3.5,3.5
730,Pizzeria da Guido,"Localita Pasquali 24, 37067, Valeggio Sul Mincio Italy",+39 045 636 9082,http://www.daguido.it/,Pizza,Gluten Free Options,€11 - €30,3.5,197,3.5,4,4
731,Estrella De Mar,"Carrer Justo Villar 38, 46011, Valencia Spain",+34 961 02 35 53,http://www.facebook.com/estrellademarvalencia/,"Seafood, Mediterranean, Dining bars",Vegetarian Friendly,€5 - €18,4.5,387,4.5,4.5,4.5
732,Pasta-Eat pasta take-away,"Corso Vittorio Emanuele II 22 Next to Largo Argentina, 00186 Rome Italy",+39 06 8983 0216,http://www.pasta-eat.it/,"Italian, Mediterranean, European, Healthy, Romana, Lazio, Central-Italian","Vegetarian Friendly, Vegan Options",€4 - €10,4.5,348,5,5,5
733,Bottiglieria 1881,"ul. Bochenska 5 LU 1, Krakow 31-061 Poland",+48 660 661 756,http://www.1881.com.pl/#bottiglieria,"European, Central European","Vegetarian Friendly, Gluten Free Options",€7 - €61,4.5,286,4.5,5,4.5
734,Ristorante Piccolo Lord,"C.so San Maurizio, 69 bis/G, 10124 Turin Italy",+39 011 836145,http://www.ristorantepiccololord.it/,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,607,4.5,4.5,4
735,Ristorante Pizzeria Mixto,"Lindwurmstr. 13 Am Sendliger Tor, 80337 Munich, Bavaria Germany",+49 89 23887751,http://www.mixto-cucina.de/,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€5 - €20,4.5,252,4.5,4.5,4.5
736,Osteria Penzo,"Calle Larga Bersaglio 525, 30015, Chioggia Italy",+39 041 400992,http://www.osteriapenzo.it/,"Italian, Seafood, Mediterranean",Gluten Free Options,N.A,4.5,885,4,4.5,4
737,I Du dela Contrada,"Contrada del Carmine 18/b, 25122 Brescia Italy",+39 392 925 3416,http://www.idudelacontrada.it/il_locale.php,"Italian, Mediterranean, European, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€19 - €33,4.5,1059,4.5,4.5,4.5
738,Bella Italia,"2625 Coffee Rd Ste K, Modesto, CA 95355-2050",+1 209-577-1094,http://thebellaitalia.com/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,319,4.5,4.5,4
739,La Bottega Del Vino,"Corso Giuseppe Garibaldi 19 37018, 37018, Malcesine Italy",+39 045 740 0018,https://www.facebook.com/Bottega-Del-Vino-Malcesine-175766339427288/?hc_ref=ART9UlLVQm2GbVIB1RTovZXQvPbUaqMr1dSS7ibhTRmbO4sZoO_IylIV9ArZ64tuHjw,"Italian, Mediterranean, Wine Bar",Vegetarian Friendly,N.A,4.5,169,4,4.5,4.5
740,La Pampa,"Via Derna, 5, 37014, Castelnuovo del Garda Italy",+39 045 640 0092,http://www.ristorantelapampa.com/,"Italian, Mediterranean",Gluten Free Options,N.A,4.5,488,4,4.5,4
741,Eno-Agriturismo Antica Corte Al Molino,"Via Crosetta 8 Frazione Sanperetto, 37024, Negrar di Valpolicella Italy",+39 045 750 2072,http://www.robertomazzi.it/,"Italian, Wine Bar",N.A,€20 - €30,4.5,87,4.5,4.5,4.5
742,Sapori di Casa - The Corner Shop,"Viale Dei Caduti 35, 37045, Legnago Italy",+39 0442 179 5986,http://www.thecornershop.it/,Italian,Vegetarian Friendly,N.A,4.5,65,4.5,4.5,4
743,Buca di Beppo Italian Restaurant,"6045 E 86th St, Indianapolis, IN 46250",+1 317-842-8666,https://locations.bucadibeppo.com/us/in/indianapolis/6045-e-86th-st?store=1402&utm_source=yext&utm_campaign=local-listing&utm_medium=referral&utm_content=partner-listing&y_source=1_NDgxNzYzOC03NjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Italian,Vegetarian Friendly,€8 - €17,3.5,140,3.5,3.5,3
744,Trattoria Canonica,"San Marco, 340, Venice Italy",+39 041 522 5365,https://www.facebook.com/Trattoria-La-Canonica-767567906622233/?rf=338068466217216,N.A,N.A,N.A,2,799,2.5,2,2
745,Da Domenico Ristorante Italiano,"1992 Chain Bridge Rd, Tysons Corner, VA 22102-4002",+1 703-790-9000,http://www.dadomenicova.com/,Italian,"Vegetarian Friendly, Gluten Free Options",€25 - €25,4,139,4.5,4.5,4
746,Osteria delle Erbe,"P.zza delle Erbe, 15, Mantua Italy",+39 0376 225880,http://www.cadelleerbe.it/ita/contatti_risto.htm,"Italian, Pizza, Mediterranean, Lombard, Northern-Italian",Vegetarian Friendly,N.A,2.5,1090,3,3,2.5
747,Sfoglia,"1402 Lexington Ave, New York City, NY 10128-1621",+1 212-831-1402,http://www.sfogliarestaurant.com/,Italian,"Vegetarian Friendly, Gluten Free Options",€26 - €42,4,147,4,4,3.5
748,Batzen Brau,"Via Andreas Hofer 30, 39100 Bolzano Italy",+39 0471 050950,http://www.batzen.it/,"Italian, German, Austrian, Bar, Barbecue, European, Pub, Central European, Brew Pub",Gluten Free Options,€15 - €22,4,2057,3.5,4,3.5
749,Batzen Brau,"Via Andreas Hofer 30, 39100 Bolzano Italy",+39 0471 050950,http://www.batzen.it/,"Italian, German, Austrian, Bar, Barbecue, European, Pub, Central European, Brew Pub",Gluten Free Options,€15 - €22,4,2057,3.5,4,3.5
750,Venissa il Ristorante,"Fondamenta Santa Caterina Mazzorbo 3 Isola di Mazzorbo, 30142 Mazzorbo Italy",+39 041 527 2281,http://venissa.it/ristorante/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€50 - €101,4,484,4.5,4.5,3.5
751,Il Tartufo,"Rua da Sota 34 38, Coimbra 3000-392 Portugal",+351 239 820 546,http://www.facebook.com/iltartufocoimbra,"Italian, Pizza, Mediterranean, European, Tuscan, Central-Italian","Vegetarian Friendly, Vegan Options",€3 - €21,4,539,4,4,4
752,Il Moro di Trezza,"Lungomare Dei Ciclopi 153, 95021 Acitrezza, Aci Castello, Sicily Italy",+39 095 711 6965,http://www.ilmoroditrezza.com/,"Italian, Seafood, Mediterranean, Barbecue, European, Healthy, Soups, Sicilian, Southern-Italian","Vegetarian Friendly, Gluten Free Options",€30 - €60,4,1418,4,4.5,4
753,Il Caffe del Verone,"Piazza della Santissima Annunziata 13 In the Museo Degli Innocenti, 50122, Florence Italy",+39 392 498 2559,https://www.facebook.com/CaffedelVerone/,"Italian, Bar, Cafe, Mediterranean",Vegetarian Friendly,N.A,4,204,3.5,3.5,3.5
754,Ristorante Al Pompiere,"Via S. M. Calderari, 38, 00186 Rome Italy",+39 06 686 8377,https://www.alpompiereroma.com/,"Italian, Romana, Lazio, Central-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€21 - €84,4,1012,4,4,3.5
755,Enoiteca Mascareta,"Calle lunga Santa Maria Formosa, 30122 Venice Italy",+39 041 523 0744,https://www.ostemaurolorenzon.com/,"Italian, Mediterranean, Wine Bar","Vegetarian Friendly, Gluten Free Options",€12 - €18,4,922,4,4,4
756,Taverna La Fenice,"Campiello Della Fenice San Marco 1939, 30124 Venice Italy",+39 041 522 3856,http://ristorantelafenice.it/,N.A,N.A,N.A,4,808,4,4,3.5
757,Trattoria Dalla Marisa,"Cannaregio 652b Calle Canna, 30171 Venice Italy",+39 041 720211,https://www.facebook.com/pages/Trattoria-Dalla-Marisa/134428019938388,"Italian, Seafood, Mediterranean",N.A,N.A,4,1068,3.5,4,4
758,BELLAVITA Ristorante Pizzeria,"Piazza Benacense 6 Torbole Sul Garda, 38069 Torbole, Nago-Torbole Italy",+39 0464 505606,http://www.ristorantebellavita.it/,"Italian, Pizza, Seafood, European, Mediterranean","Vegetarian Friendly, Vegan Options",€8 - €25,3.5,297,4,4,4
759,Amorino,"Via Fiori Chiari 9, 20121 Milan Italy",+39 02 9153 2598,http://www.amorino.com/us/shop/milano-brera.21.html,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,722,3.5,4,3.5
760,Enoteca del Carro,"Via del Carro 9, 40126 Bologna Italy",+39 388 567 0752,https://www.facebook.com/pages/Enoteca-del-Carro/1796495613758690,"Italian, Wine Bar, Emilian, Northern-Italian",N.A,€13 - €29,2,541,2,2,1.5
761,Baccanale,"Piazza della Liberta 21, 35041 Battaglia Terme Italy",+39 049 525178,http://www.facebook.com/baccanale.battagliaterme/,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options",€10 - €30,4,190,4.5,4.5,4
762,VOX Lounge Restaurant & Bar,"Viale Papa Giovanni XXIII 94, 24121 Bergamo Italy",+39 035 428 4353,http://www.facebook.com/VOX-Lounge-Restaurant-Bar-141834992510366/,"Italian, Bar, Pizza, Mediterranean, European, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€9 - €40,4,563,4.5,4,4
763,Ristorante La Gardela,"Via Ponte Marino 3, 48121, Ravenna Italy",+39 0544 217147,http://www.ristorantelagardela.com/,"Italian, Mediterranean, Emilian, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,1373,4,4,4
764,Enoteca Il Pirun,"Via Fieschi, Corniglia Italy",+39 335 648 9926,http://it-it.facebook.com/pages/Enoteca-Il-PIRUN-Corniglia-Cinque-terre/324557426730?filter=1,"Italian, Seafood, Mediterranean, Wine Bar, Ligurian, Northern-Italian",Vegetarian Friendly,N.A,3.5,508,3.5,4,3.5
765,Pechino,"Lungomare Vittorio Veneto 32, 16035, Rapallo Italy",+39 0185 55562,N.A,"Chinese, Seafood, Asian, Sushi",Vegetarian Friendly,N.A,3.5,191,3.5,3.5,4
766,Trattoria Leoncino,"Via Tavernelle 72, 36077 Altavilla Vicentina Italy",+39 0444 572032,https://www.trattorialeoncino.it/,Italian,"Vegetarian Friendly, Gluten Free Options",N.A,3.5,425,3.5,4,3.5
767,Antica Casa della Malvasia,"Contra delle Morette 5, 36100 Vicenza Italy",+39 0444 543704,http://www.anticacasadellamalvasia.it/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€22 - €34,4,785,4,4,3.5
768,Ristorante Pizzeria Marechiaro,"Largo Primo Maggio 7, 46100, Mantua Italy",+39 333 837 7747,http://www.ristorantemarechiaromantova.it/,"Italian, Pizza, Seafood, Mediterranean",Vegetarian Friendly,€27 - €92,3,279,3,3.5,3
769,Piccolo Castello,"Via Dante Alighieri 7, 25019 Sirmione Italy",+39 030 919187,http://www.piccolocastello.net/ristorante.html,"Italian, Seafood, Mediterranean, European",Vegetarian Friendly,N.A,3.5,279,3.5,3.5,3.5
770,Osteria ai Camini,"Calle delle Pazienze 2894/a, 30100 Venice Italy",+39 041 241 3612,http://www.facebook.com/osteriaicarmini,"Italian, Seafood, Mediterranean",Vegetarian Friendly,€22 - €36,4,458,4.5,4.5,4
771,La Bruschetta E,"Via Sardegna 39, 00187 Rome Italy",+39 06 4201 3721,http://www.labruschettaroma.com/,"Italian, Pizza, Mediterranean, Romana, Lazio, Central-Italian",Vegetarian Friendly,€17 - €34,3.5,799,4,3.5,3.5
772,Pizzeria Bella Napoli,"Via Alessandria 13/15/17, 00198 Rome Italy",+39 06 854 2966,http://bellanapolipizzeria.it/,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Romana, Lazio, Central-Italian, Southern-Italian","Vegetarian Friendly, Vegan Options",€18 - €38,4,494,4,4,4
773,Ristorante Il Colonnino,"Via SantAndrea 37/41 Vicino Al Tribunale, 56127, Pisa Italy",+39 050 544954,http://www.ristoranteilcolonnino.it/,"Italian, Mediterranean, Tuscan, Central-Italian",Vegetarian Friendly,€20 - €20,4.5,338,4.5,4.5,4
774,Antica Pizzeria Nennella,"Via Santa Caterina da Siena 82, 80132, Naples Italy",+39 081 400206,http://www.facebook.com/AnticaPizzeriaNennelladal1930/,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",Vegetarian Friendly,N.A,4.5,191,4,4.5,4.5
775,Antica Pizzeria Nennella,"Via Santa Caterina da Siena 82, 80132, Naples Italy",+39 081 400206,http://www.facebook.com/AnticaPizzeriaNennelladal1930/,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",Vegetarian Friendly,N.A,4.5,191,4,4.5,4.5
776,Sant Ambroeus,"265 Lafayette St SoHo, New York City, NY 10012-4035",+1 212-966-2770,http://www.santambroeus.com/,N.A,N.A,N.A,4.5,111,4.5,4.5,4
777,Ristorante Tanta Roba,"Zeestraat 58 Right Across From the Hilton Hotel, 2518 AB, The Hague The Netherlands",+31 70 345 4396,http://www.tantaroba.nl/,"Italian, Seafood, Mediterranean, European","Vegetarian Friendly, Gluten Free Options",N.A,4.5,206,4.5,4.5,4
778,Bella Sera,"1311 S State Highway 16 Just ate here yesterday 3-4-2020, Fredericksburg, TX 78624-5270",+1 830-990-0140,http://bellaserafredericksburg.com/,Italian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,82,4.5,4.5,4.5
779,Mangiare Bere Uomo Donna,"Viale Stelvio Zonta 19, 46029, Suzzara Italy",+39 334 880 6508,http://www.mangiarebereuomodonna.com/,"Italian, Chinese, Seafood",Vegetarian Friendly,€27 - €60,4.5,117,4.5,4.5,4
780,Dadone - Italian Pasta Bistrot,"Piazza della Vittoria 2, 25087, Salo Italy",+39 347 630 9846,http://www.dadone.bio/,"Italian, Mediterranean, Lombard, Northern-Italian",Vegetarian Friendly,N.A,4.5,226,4.5,4.5,4
781,Green Station,"Via Spadari 13 angolo via V.Hugo, 4, 20123 Milan Italy",+39 02 8353 0189,http://www.greenstation.life/,"Italian, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,72,4,4.5,4
782,La Fiamma,"Hampton Court Road Old Park House, London KT8 9BY England",+44 20 8943 2050,http://lafiamma.co.uk/,N.A,N.A,N.A,4.5,313,4.5,4.5,4
783,Ristorante Bazabo,"Via Grandi 34, 35010 Vigonza Italy",+39 049 809 5362,http://www.bazabocibo.it/,"Italian, Mediterranean, Seafood","Vegetarian Friendly, Gluten Free Options",N.A,4.5,185,4.5,4.5,4
784,Ristorante Leon d’Oro,"Viale del Piave 5, 37135, Verona Italy",+39 045 844 5140,http://www.fedegroup.it/ristorante/ristorante-leon-d-oro,"Italian, Mediterranean, Seafood",Vegetarian Friendly,N.A,4,110,4.5,4,4
785,Costa degli Ulivi,"Via Costa 5, 37022, Fumane Italy",+39 045 683 8088,http://www.costadegliulivi.com/,Italian,Vegetarian Friendly,N.A,4,56,4,4,3.5
786,Ristorante Benacus,"Via Peschiera 3 presso Hotel Caesius Thermae & SPA, 37011, Bardolino Italy",+39 045 721 9100,http://www.hotelcaesiusterme.com/,"Italian, Mediterranean, European",Vegetarian Friendly,€21 - €84,4.5,140,4.5,4.5,4.5
787,Trattoria Masuelli San Marco,"Viale Umbria 80, 20135 Milan Italy",+39 02 5518 4138,http://www.masuellitrattoria.com/,N.A,N.A,N.A,4,704,4,4,3.5
788,Rossopomodoro Milano Stazione Centrale,"Piazza Duca dAosta 1 Interno Stazione Centrale PRIMO PIANO, 20124 Milan Italy",+39 02 3675 5459,http://www.rossopomodoro.it/ristoranti/MILANO/stazione-centrale,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian, Contemporary","Vegetarian Friendly, Vegan Options",N.A,3.5,827,3.5,4,3.5
791,Gelateria Pretto,"Corso Porta Nuova 2, 37122, Verona Italy",+39 045 801 4898,https://www.facebook.com/prettogelato/info/?tab=page_info,N.A,N.A,N.A,4,97,4,4,3.5
792,Civico2 - In Piazza,"Corso Giuseppe Garibaldi 2, 37069, Villafranca di Verona Italy",+39 333 822 3272,http://www.civico2.it/,"Italian, Pizza","Vegetarian Friendly, Vegan Options",€10 - €20,4,726,4,4.5,4
793,100 Montaditos,"Piazza Corrubbio 31/A, 37123, Verona Italy",+39 045 803 3532,https://italy.100montaditos.com/,"Spanish, Fast Food","Vegetarian Friendly, Vegan Options",N.A,4,249,3.5,3.5,4
794,Ristorante Cantinone Storico,"Fondamenta Bragadin, 661, Dorsoduro, 30123 Venice Italy",+39 041 523 9577,http://www.cantinonestorico.it/,N.A,N.A,N.A,4,804,4,4,3.5
795,Bella italia,"Plaza Espanya 26, 07620, Llucmajor, Majorca Spain",+34 971 78 15 97,http://www.la-bella-italia.com/,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €42,4.5,333,4.5,4.5,4.5
797,Caffe Monti,"Piazza Camillo Benso Conte di Cavour 21, 22100, Como Italy",+39 031 301165,http://www.caffemonticomo.it/,Italian,N.A,N.A,2.5,544,2.5,3,2.5
